func,classification
aes,exploratory
labs,exploratory
ggplot,exploratory
aes,exploratory
labs,exploratory
ggplot,exploratory
aes,exploratory
labs,exploratory
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
unzip,setup
paste0,setup
unlink,setup
data.table,setup
unique,data cleaning
sum,data cleaning
list,data cleaning
rm,setup
duplicated,exploratory
as.data.frame,data cleaning
merge,data cleaning
is.na,data cleaning
unique,data cleaning
readOGR,setup
names,setup
plot,exploratory
merge,data cleaning
is.na,data cleaning
is.na,data cleaning
library,setup
ggplot,exploratory
aes,exploratory
labs,exploratory
function,setup
theme_bw,exploratory
theme,exploratory
library,setup
library,setup
rm,setup
ls,setup
setwd,setup
dir.create,setup
seq,setup
format,exploratory
for,data cleaning
paste0,setup
paste0,setup
print,evaluation
download.file,setup
list.files,setup
lapply,data cleaning
seq,setup
for,data cleaning
data.table,setup
paste0,setup
if,data cleaning
mutate,data cleaning
paste0,setup
bind_rows,data cleaning
mutate,data cleaning
%in%,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
mutate,data cleaning
%in%,data cleaning
%in%,data cleaning
%in%,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
mutate,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
spread,data cleaning
rbind,setup
rm,setup
list.files,setup
dir.create,setup
seq,setup
format,exploratory
for,data cleaning
paste0,setup
paste0,setup
print,evaluation
download.file,setup
list.files,setup
lapply,data cleaning
seq,setup
for,data cleaning
for,data cleaning
if,data cleaning
%in%,data cleaning
seq,setup
format,exploratory
data.table,setup
paste0,setup
if,data cleaning
if,data cleaning
eval,exploratory
if,data cleaning
%in%,data cleaning
eval,exploratory
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
mutate,data cleaning
rbind,setup
list.files,setup
dir.create,setup
seq,setup
format,exploratory
for,data cleaning
paste0,setup
paste0,setup
print,evaluation
download.file,setup
list.files,setup
lapply,data cleaning
seq,setup
for,data cleaning
for,data cleaning
if,data cleaning
%in%,data cleaning
seq,setup
format,exploratory
if,data cleaning
%in%,data cleaning
data.table,setup
paste0,setup
if,data cleaning
if,data cleaning
eval,exploratory
if,data cleaning
%in%,data cleaning
eval,exploratory
mutate,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
rbind,setup
list.files,setup
load,setup
select,data cleaning
mutate,data cleaning
as.numeric,data cleaning
as.character,data cleaning
group_by,data cleaning
summarise,data cleaning
arrange,data cleaning
dir.create,setup
seq,setup
format,exploratory
for,data cleaning
paste0,setup
paste0,setup
print,evaluation
download.file,setup
list.files,setup
lapply,data cleaning
seq,setup
for,data cleaning
for,data cleaning
if,data cleaning
if,data cleaning
%in%,data cleaning
seq,setup
format,exploratory
data.table,setup
paste0,setup
if,data cleaning
if,data cleaning
eval,exploratory
if,data cleaning
eval,exploratory
filter,data cleaning
%in%,data cleaning
mutate,data cleaning
%in%,data cleaning
%in%,data cleaning
%in%,data cleaning
count,data cleaning
rbind,setup
list.files,setup
rm,setup
data.table,setup
select,data cleaning
rename,data cleaning
bind_rows,data cleaning
select,data cleaning
data.table,setup
is.na,data cleaning
as.numeric,data cleaning
filter,data cleaning
%in%,data cleaning
select,data cleaning
length,data cleaning
mutate,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
arrange,data cleaning
data.table,setup
is.na,data cleaning
as.numeric,data cleaning
filter,data cleaning
%in%,data cleaning
select,data cleaning
length,data cleaning
mutate,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
arrange,data cleaning
data.table,setup
is.na,data cleaning
as.numeric,data cleaning
filter,data cleaning
%in%,data cleaning
select,data cleaning
length,data cleaning
mutate,data cleaning
rename,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
arrange,data cleaning
data.table,setup
is.na,data cleaning
as.numeric,data cleaning
filter,data cleaning
%in%,data cleaning
select,data cleaning
length,data cleaning
mutate,data cleaning
rename,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
arrange,data cleaning
bind_rows,data cleaning
arrange,data cleaning
rm,setup
data.table,setup
is.na,data cleaning
as.numeric,data cleaning
length,data cleaning
mutate,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
data.table,setup
is.na,data cleaning
as.numeric,data cleaning
length,data cleaning
mutate,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
bind_rows,data cleaning
rm,setup
data.table,setup
list,data cleaning
library,setup
function,setup
read.csv,setup
if,data cleaning
names,setup
names,setup
%in%,data cleaning
arrange,data cleaning
return,data cleaning
source,setup
for,data cleaning
as.character,data cleaning
paste0,setup
for,data cleaning
paste0,setup
unique,data cleaning
write.csv,setup
print,evaluation
paste0,setup
for,data cleaning
paste0,setup
unique,data cleaning
write.csv,setup
function,setup
read.csv,setup
paste0,setup
as.character,data cleaning
data.frame,setup
rep,data cleaning
rep,data cleaning
rep,data cleaning
rep,data cleaning
rep,data cleaning
rep,data cleaning
list,data cleaning
for,data cleaning
sd,exploratory
list,data cleaning
length,data cleaning
sum,data cleaning
mean,exploratory
as.character,data cleaning
library,setup
list,data cleaning
plot,exploratory
library,setup
list,data cleaning
for,data cleaning
as.character,data cleaning
print,evaluation
paste,data cleaning
print,evaluation
t.test,exploratory
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
sum,data cleaning
mean,exploratory
print,evaluation
paste,data cleaning
print,evaluation
t.test,exploratory
function,setup
paste0,setup
format,exploratory
function,setup
paste0,setup
paste,data cleaning
function,setup
paste0,setup
function,setup
is.na,data cleaning
mean,exploratory
sd,exploratory
function,setup
function,setup
dnorm,modeling
function,setup
as.numeric,data cleaning
round,modeling
function,setup
return,data cleaning
list,data cleaning
sqrt,data cleaning
function,setup
paste0,setup
as.character,data cleaning
function,setup
paste,data cleaning
function,setup
mean,exploratory
sd,exploratory
mean,exploratory
sd,exploratory
function,setup
sqrt,data cleaning
length,data cleaning
function,setup
mean,exploratory
mean,exploratory
function,setup
function,setup
unique,data cleaning
if,data cleaning
length,data cleaning
paste,data cleaning
paste,data cleaning
return,data cleaning
return,data cleaning
return,data cleaning
paste0,setup
function,setup
if,data cleaning
length,data cleaning
paste,data cleaning
return,data cleaning
if,data cleaning
length,data cleaning
paste,data cleaning
return,data cleaning
function,setup
return,data cleaning
function,setup
if,data cleaning
length,data cleaning
return,data cleaning
function,setup
return,data cleaning
function,setup
if,data cleaning
length,data cleaning
return,data cleaning
function,setup
return,data cleaning
function,setup
if,data cleaning
nrow,data cleaning
return,data cleaning
list,data cleaning
list,data cleaning
function,setup
function,setup
unlist,data cleaning
if,data cleaning
abs,data cleaning
mean,exploratory
paste,data cleaning
return,data cleaning
list,data cleaning
is.na,data cleaning
setwd,setup
library,setup
hist,evaluation
rm,setup
ls,setup
source,setup
source,setup
if,data cleaning
exists,setup
list,data cleaning
function,setup
plot,exploratory
function,setup
print,evaluation
paste,data cleaning
if,data cleaning
length,data cleaning
print,evaluation
paste,data cleaning
length,data cleaning
print,evaluation
function,setup
length,data cleaning
data.frame,setup
rep,data cleaning
rep,data cleaning
rep,data cleaning
rep,data cleaning
for,data cleaning
if,data cleaning
unique,data cleaning
for,data cleaning
list,data cleaning
sum,data cleaning
sum,data cleaning
length,data cleaning
unique,data cleaning
length,data cleaning
unique,data cleaning
rownames,data cleaning
is.na,data cleaning
library,setup
function,setup
print,evaluation
list,data cleaning
library,setup
function,setup
read.csv,setup
if,data cleaning
names,setup
names,setup
%in%,data cleaning
arrange,data cleaning
return,data cleaning
source,setup
for,data cleaning
as.character,data cleaning
paste0,setup
for,data cleaning
paste0,setup
unique,data cleaning
write.csv,setup
print,evaluation
paste0,setup
for,data cleaning
paste0,setup
unique,data cleaning
write.csv,setup
function,setup
if,data cleaning
if,data cleaning
paste0,setup
if,data cleaning
is.na,data cleaning
function,setup
if,data cleaning
file.exists,setup
paste,data cleaning
return,data cleaning
read.csv,setup
if,data cleaning
length,data cleaning
length,data cleaning
paste,data cleaning
length,data cleaning
names,setup
unique,data cleaning
if,data cleaning
length,data cleaning
paste,data cleaning
paste,data cleaning
if,data cleaning
%in%,data cleaning
if,data cleaning
head,exploratory
paste,data cleaning
unique,data cleaning
unique,data cleaning
library,setup
paste0,setup
if,data cleaning
if,data cleaning
return,data cleaning
library,setup
library,setup
source,setup
if,data cleaning
exists,setup
list,data cleaning
function,setup
length,data cleaning
length,data cleaning
if,data cleaning
%in%,data cleaning
paste,data cleaning
if,data cleaning
txtProgressBar,setup
for,data cleaning
for,data cleaning
as.character,data cleaning
paste0,setup
if,data cleaning
file.exists,setup
paste0,setup
paste,data cleaning
setTxtProgressBar,setup
return,data cleaning
function,setup
function,setup
function,setup
dnorm,modeling
function,setup
as.numeric,data cleaning
round,modeling
min,data cleaning
max,data cleaning
seq,setup
function,setup
dnorm,modeling
function,setup
dnorm,modeling
if,data cleaning
plot,exploratory
lines,modeling
plot,exploratory
lines,modeling
lines,modeling
lines,modeling
lines,modeling
if,data cleaning
if,data cleaning
if,data cleaning
lines,modeling
lines,modeling
lines,modeling
lines,modeling
lines,modeling
lines,modeling
if,data cleaning
legend,evaluation
return,data cleaning
function,setup
if,data cleaning
if,data cleaning
if,data cleaning
seq,setup
plot,exploratory
dnorm,modeling
lines,modeling
function,setup
dnorm,modeling
if,data cleaning
text,evaluation
paste,data cleaning
round,modeling
lines,modeling
if,data cleaning
text,evaluation
paste,data cleaning
round,modeling
lines,modeling
function,setup
as.numeric,data cleaning
if,data cleaning
if,data cleaning
text,evaluation
paste,data cleaning
lines,modeling
round,modeling
text,evaluation
paste,data cleaning
text,evaluation
paste,data cleaning
text,evaluation
paste,data cleaning
function,setup
if,data cleaning
if,data cleaning
if,data cleaning
seq,setup
plot,exploratory
dnorm,modeling
lines,modeling
function,setup
dnorm,modeling
if,data cleaning
text,evaluation
paste,data cleaning
round,modeling
lines,modeling
if,data cleaning
text,evaluation
paste,data cleaning
round,modeling
lines,modeling
function,setup
as.numeric,data cleaning
if,data cleaning
if,data cleaning
text,evaluation
paste,data cleaning
lines,modeling
round,modeling
text,evaluation
paste,data cleaning
text,evaluation
paste,data cleaning
text,evaluation
paste,data cleaning
return,data cleaning
source,setup
source,setup
source,setup
function,setup
function,setup
paste0,setup
library,setup
library,setup
close,setup
data.frame,setup
rep,data cleaning
rep,data cleaning
rep,data cleaning
rep,data cleaning
rep,data cleaning
rep,data cleaning
for,data cleaning
list,data cleaning
for,data cleaning
unique,data cleaning
unique,data cleaning
print,evaluation
paste,data cleaning
if,data cleaning
nrow,data cleaning
paste,data cleaning
list,data cleaning
mean,exploratory
sd,exploratory
mean,exploratory
sd,exploratory
print,evaluation
library,setup
is.na,data cleaning
source,setup
source,setup
source,setup
source,setup
function,setup
sqrt,data cleaning
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
list,data cleaning
list,data cleaning
for,data cleaning
for,data cleaning
if,data cleaning
nrow,data cleaning
library,setup
for,data cleaning
length,data cleaning
unique,data cleaning
unique,data cleaning
unique,data cleaning
unique,data cleaning
paste0,setup
paste0,setup
paste0,setup
paste0,setup
source,setup
source,setup
source,setup
setwd,setup
function,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
paste0,setup
data.frame,setup
rep,data cleaning
rep,data cleaning
rep,data cleaning
rep,data cleaning
for,data cleaning
list,data cleaning
for,data cleaning
unique,data cleaning
unique,data cleaning
